DIV;DATE;HOUR;HOME;AWAY;RH;RA;STATUS;MD;REGNUMBERHOME;REGNUMBERAWAY
1;12/02/2017;15:00;Kemzeke ;SK.Lochristi A;;;;23;03441;05617
1;12/02/2017;15:00;Elene-Grotenberge A;Bambrugge ;;;;23;03861;05343
1;18/02/2017;19:30;Aalter ;Lovendegem ;;;;24;04763;04732
1;19/02/2017;14:30;Avanti Stekene A;SK.Maldegem ;;;;24;08552;04220
1;19/02/2017;15:00;Appelterre A;Melsele A;;;;24;03964;03541
1;19/02/2017;15:00;Bambrugge ;KE.Buggenhout A;;;;24;05343;05861
1;19/02/2017;15:00;VK.Robur A;Voorde ;;;;24;04162;08262
1;19/02/2017;15:00;JV.Kruibeke ;KVV.Ardennen ;;;;24;02829;03857
1;19/02/2017;15:00;SK.Lochristi A;Elene-Grotenberge A;;;;24;05617;03861
1;19/02/2017;15:00;Kemzeke ;KVV.Zelzate ;;;;24;03441;04165
1;04/03/2017;19:30;SK.Maldegem ;Appelterre A;;;;25;04220;03964
1;04/03/2017;20:00;Melsele A;JV.Kruibeke ;;;;25;03541;02829
1;05/03/2017;15:00;Voorde ;Bambrugge ;;;;25;08262;05343
1;05/03/2017;15:00;KVV.Zelzate ;Avanti Stekene A;;;;25;04165;08552
1;05/03/2017;15:00;KVV.Ardennen ;Aalter ;;;;25;03857;04763
1;05/03/2017;15:00;Elene-Grotenberge A;Kemzeke ;;;;25;03861;03441
1;05/03/2017;15:00;KE.Buggenhout A;SK.Lochristi A;;;;25;05861;05617
1;05/03/2017;15:00;Lovendegem ;VK.Robur A;;;;25;04732;04162
1;11/03/2017;19:30;Aalter ;Melsele A;;;;26;04763;03541
1;12/03/2017;15:00;SK.Lochristi A;Voorde ;;;;26;05617;08262
1;12/03/2017;15:00;Appelterre A;Avanti Stekene A;;;;26;03964;08552
1;12/03/2017;15:00;Elene-Grotenberge A;KVV.Zelzate ;;;;26;03861;04165
1;12/03/2017;15:00;VK.Robur A;KVV.Ardennen ;;;;26;04162;03857
1;12/03/2017;15:00;Bambrugge ;Lovendegem ;;;;26;05343;04732
1;12/03/2017;15:00;JV.Kruibeke ;SK.Maldegem ;;;;26;02829;04220
1;12/03/2017;15:00;Kemzeke ;KE.Buggenhout A;;;;26;03441;05861
1;18/03/2017;19:30;SK.Maldegem ;Aalter ;;;;27;04220;04763
1;18/03/2017;20:00;Melsele A;VK.Robur A;;;;27;03541;04162
1;19/03/2017;15:00;KVV.Zelzate ;Appelterre A;;;;27;04165;03964
